collected_frames,state/lin_vel_mean,state/lin_vel_max,state/ang_vel_mean,state/ang_vel_max,state/roll_deg_mean,state/roll_deg_max,state/pitch_deg_mean,state/pitch_deg_max,state/dist_to_goal,state/clearance_mean,state/clearance_min,state/pct_healthy
8847360,0.3142506096046418,1.107807814143598,0.318607663968578,2.666605564765632,1.6973306564614177,38.878750920295715,7.025234393775463,69.73333555459976,3.7771080899983644,0.09550492319976911,-0.47067857161164284,1.0
8912896,0.3051590344402939,1.4056355538778007,0.31771857710555196,2.7630160339176655,2.059627595357597,53.017907187342644,8.34957255423069,66.78784349560738,3.707274530082941,0.1037808716064319,-0.3100804698187858,1.0
8978432,0.17940272611330252,1.019860190171075,0.13974564548873578,1.7194975333804468,0.9501166300678413,31.85589560120176,6.708993634314232,46.54101715130305,3.9621240453547744,0.0723376772646983,-0.021774707080134337,1.0
9043968,0.31596914725378156,1.229773252736777,0.3390333892311901,3.006359562277794,2.3401679303497076,45.03512215614319,10.39498183131218,55.82855820655823,4.151652455329895,0.11920191737590358,-0.1987198760616593,1.0
9109504,0.29653784492984414,1.3738174275495112,0.32237816881388426,2.802028172649443,2.7694176267832518,44.46659153699875,10.29736839234829,55.556939870119095,3.975783284753561,0.11793534236494452,-0.36312541912775487,1.0
9175040,0.2894357838667929,1.1977121820673347,0.31701561948284507,2.537244839593768,3.0810003392398357,57.49899658560753,10.846544034779072,60.866131007671356,3.8736009337008,0.11974286590702832,-0.6859851684421301,1.0
9240576,0.28694236977025867,1.0946490257047117,0.3115597665309906,2.6981035340577364,3.681353287771344,66.76035732030869,11.152563884854317,47.00390091538429,3.8315920885652304,0.1213491745875217,-0.6753465184010565,1.0
9306112,0.16970026555908732,0.8390735790851604,0.13532649371941316,1.553690506841045,1.621219255999348,39.25169011059565,8.400442454460391,41.324047248877854,3.9786511322101914,0.09306149091852088,-0.0015400448177256677,1.0
9371648,0.3154322896152735,1.2616101023741066,0.3312327559106052,2.718845727853477,2.853013314306736,29.221576988697052,10.204742662608624,41.337038576602936,4.258203133940697,0.1233614914235659,-0.01934750434884336,1.0
9437184,0.3080916579347104,1.4179088757373393,0.33524805726483464,2.763373389840126,2.9208424761891365,41.28640592098236,10.80519026517868,58.616216242313385,4.061514567583799,0.12409661518177018,-0.30243852525018156,1.0
9502720,0.3021454056724906,1.099320750683546,0.3228541687130928,2.2579189501702785,2.8440262470394373,51.479139775037766,11.208673469722271,65.66580080986023,3.9461825508624315,0.12811621243599802,-0.23472993937321007,1.0
9568256,0.3000349150970578,1.1165196038782597,0.3108936599455774,2.492076262831688,2.7672042567282915,60.05728831887245,11.056591138243675,53.199197232723236,3.9011947456747293,0.12486712995450944,-0.21930798454559408,1.0
9633792,0.1684410620918385,1.038568968065532,0.11081496128498251,1.4999944918665542,0.539557545506171,20.85870911028932,4.031811611414102,48.25081779948066,4.007058135716312,0.06687830635683095,-0.02047649134337588,1.0
9699328,0.33767494512721896,1.1023035645484924,0.3043811363168061,2.200407617725432,1.2054086760617793,59.73540337383747,5.210987579077482,49.20807588100433,4.276934094727039,0.08444363193120807,-0.2819093724247068,1.0
