attempt,collected_frames,action/v_mean,action/v_std,action/w_mean,action/w_std,action/flipper_front_mean,action/flipper_front_std,action/flipper_rear_mean,action/flipper_rear_std
1,14417920,-0.01561842393130064,0.5798149704933167,-0.02055726945400238,0.5570062398910522,-0.3000660538673401,0.5444228649139404,-0.2334674894809723,0.306315541267395
1,14548992,-0.006891355849802494,0.5798653364181519,-0.021566346287727356,0.5607718825340271,-0.3224911689758301,0.5409354567527771,-0.23601672053337097,0.3051815927028656
1,14680064,-0.0278899148106575,0.5756611227989197,-0.02473277598619461,0.5654494166374207,-0.3182300329208374,0.5381428599357605,-0.23930802941322327,0.32186129689216614
1,14811136,-0.022942358627915382,0.575772762298584,-0.014905503951013088,0.5615699887275696,-0.33328187465667725,0.5382461547851562,-0.23304276168346405,0.3117016851902008
1,14942208,-0.014505375176668167,0.5790748000144958,-0.03209005296230316,0.5593440532684326,-0.3551897406578064,0.5379499197006226,-0.23283171653747559,0.29208725690841675
1,15073280,-0.01039885450154543,0.5803155899047852,-0.025979923084378242,0.5636650919914246,-0.335878849029541,0.5401204228401184,-0.2335822731256485,0.31690341234207153
1,15204352,-0.0064969491213560104,0.5778470635414124,-0.03463444113731384,0.5651767253875732,-0.3284432888031006,0.5529717803001404,-0.23242372274398804,0.29571348428726196
1,15335424,0.01780499890446663,0.5760012269020081,-0.017764341086149216,0.5632156729698181,-0.3332047462463379,0.5469652414321899,-0.24139447510242462,0.3006758689880371
1,15466496,0.03335868567228317,0.57454514503479,-0.02816176787018776,0.5686608552932739,-0.3285720944404602,0.5439791679382324,-0.2411382496356964,0.304271936416626
1,15597568,0.046160757541656494,0.5754561424255371,-0.003929305821657181,0.5685800909996033,-0.3492288887500763,0.5410095453262329,-0.23679637908935547,0.29384058713912964
1,15728640,0.03795326128602028,0.5800485014915466,0.011224741116166115,0.5691888332366943,-0.3508341312408447,0.5464086532592773,-0.23730546236038208,0.30112355947494507
1,15859712,0.035722196102142334,0.5790788531303406,0.0014984582085162401,0.5707584619522095,-0.3504561185836792,0.5463653206825256,-0.23181506991386414,0.29814523458480835
1,15990784,0.06186048686504364,0.5758327841758728,-0.009360907599329948,0.5733453035354614,-0.3202809691429138,0.5479880571365356,-0.24566689133644104,0.31220853328704834
1,16121856,0.07037274539470673,0.578098475933075,-0.0008310131961479783,0.5700584650039673,-0.31264597177505493,0.5560267567634583,-0.23558950424194336,0.2990826666355133
1,16252928,0.09157178550958633,0.5779973864555359,0.023525547236204147,0.5677341818809509,-0.31672418117523193,0.5614201426506042,-0.24673299491405487,0.2813073992729187
1,16384000,0.08511683344841003,0.5764693021774292,0.030212190002202988,0.5672823786735535,-0.2840502858161926,0.5627503395080566,-0.24892550706863403,0.30366626381874084
1,16515072,0.06329154968261719,0.5783436298370361,0.019112562760710716,0.5689210891723633,-0.290450781583786,0.5685399770736694,-0.2387106716632843,0.2875555753707886
1,16646144,0.07312050461769104,0.576285183429718,0.0028431122191250324,0.5695300698280334,-0.27990543842315674,0.5680001378059387,-0.24324607849121094,0.29355955123901367
1,16777216,0.06948669254779816,0.572488009929657,-0.0004524902906268835,0.5693569183349609,-0.26455405354499817,0.5663273930549622,-0.2481711208820343,0.2955390214920044
1,16908288,0.0732344388961792,0.5721055269241333,0.008018601685762405,0.56586754322052,-0.3044779896736145,0.5585065484046936,-0.24348539113998413,0.289652556180954
1,17039360,0.04313542693853378,0.5744630098342896,0.01804848574101925,0.5632294416427612,-0.2905783951282501,0.5606125593185425,-0.25105831027030945,0.2937498092651367
1,17170432,0.04512045159935951,0.5733058452606201,0.006515957415103912,0.5629984140396118,-0.3239106237888336,0.5561369061470032,-0.2502284049987793,0.29094353318214417
1,17301504,0.05636588856577873,0.5708256363868713,-0.0016918865730986,0.5638265609741211,-0.33259114623069763,0.5502243638038635,-0.2527785301208496,0.3056575059890747
1,17432576,0.06269881129264832,0.5676131248474121,-0.003929590806365013,0.5672770738601685,-0.3546132445335388,0.5530651211738586,-0.23689821362495422,0.2967710793018341
1,17563648,0.056970953941345215,0.5641502141952515,0.012177783995866776,0.5679752230644226,-0.3974572718143463,0.551766574382782,-0.22562378644943237,0.2801010012626648
1,17694720,0.06790056824684143,0.5635091066360474,0.013757636770606041,0.5693861246109009,-0.3948526978492737,0.5465243458747864,-0.22438549995422363,0.3005056381225586
1,17825792,0.07039611041545868,0.5640503168106079,-0.0037485561333596706,0.5654053688049316,-0.39273789525032043,0.5455641150474548,-0.22530315816402435,0.2856760621070862
1,17956864,0.0671469122171402,0.5656734108924866,-0.01612059958279133,0.5688151717185974,-0.37938612699508667,0.5519115328788757,-0.23254621028900146,0.2905818223953247
1,18087936,0.0646929144859314,0.5658867359161377,-0.01753806695342064,0.5759844183921814,-0.36656248569488525,0.5543209314346313,-0.23087354004383087,0.29221025109291077
1,18219008,0.09597234427928925,0.5599149465560913,-0.023817548528313637,0.5758275985717773,-0.3640264868736267,0.5556237101554871,-0.22184443473815918,0.28784099221229553
